Customer ID,TotalSales,TotalQuantity,TotalOrders,NumberOfProducts,CustomerSegment
15176.0,988.04,448,1,52,Low Value
15177.0,948.93,485,1,26,Low Value
15178.0,40.5,30,1,3,Low Value
15179.0,7491.92,5416,13,237,High Value
15180.0,816.93,654,3,48,Low Value
15181.0,1200.2,688,5,15,Medium Value
15182.0,2998.95,1186,11,80,Medium Value
15183.0,639.93,297,3,33,Low Value
15184.0,685.39,462,4,71,Low Value
15185.0,310.62,666,1,21,Low Value
15186.0,1403.2,716,5,31,Medium Value
15187.0,4777.18,1887,16,64,Medium Value
15188.0,310.43,233,1,22,Low Value
15189.0,17524.38,6902,46,92,High Value
15190.0,834.44,790,1,40,Low Value
15191.0,588.05,287,3,33,Low Value
15192.0,1666.39,1448,5,59,Medium Value
15193.0,499.32,144,1,19,Low Value
15194.0,12021.53,8922,28,281,High Value
15195.0,3861.0,1404,1,1,Medium Value
15196.0,313.7,130,2,34,Low Value
15197.0,1877.51,1058,6,48,Medium Value
15198.0,571.35,327,5,28,Low Value
15199.0,3122.4,894,10,17,Medium Value
15200.0,549.05,195,1,30,Low Value
15201.0,1842.95,1660,7,49,Medium Value
15202.0,6001.49,3,3,1,High Value
15203.0,4400.18,4182,15,166,Medium Value
15204.0,316.58,258,1,9,Low Value
15205.0,653.24,378,2,37,Low Value
15206.0,420.3,162,4,3,Low Value
15207.0,683.92,428,3,20,Low Value
15208.0,970.52,356,6,27,Low Value
15209.0,178.98,94,1,13,Low Value
15210.0,1176.19,841,3,66,Medium Value
15211.0,894.41,240,2,52,Low Value
15212.0,208.28,84,2,7,Low Value
15213.0,328.35,272,2,22,Low Value
15214.0,1661.44,1254,8,109,Medium Value
15215.0,2422.43,776,7,88,Medium Value
15216.0,486.09,217,2,24,Low Value
15217.0,426.24,190,1,28,Low Value
15218.0,11468.83,6530,22,149,High Value
15219.0,685.45,271,2,26,Low Value
15220.0,1778.96,1393,6,110,Medium Value
15221.0,2062.2,244,4,21,Medium Value
15222.0,3550.91,4458,11,99,Medium Value
15223.0,1417.95,385,5,26,Medium Value
15224.0,871.36,443,5,25,Low Value
15225.0,409.4,226,1,23,Low Value
15226.0,154.41,71,1,8,Low Value
15227.0,2488.49,1217,9,88,Medium Value
15228.0,5580.27,3375,6,185,High Value
15229.0,160.5,114,1,9,Low Value
15230.0,429.6,351,2,23,Low Value
15231.0,250.26,190,1,14,Low Value
15232.0,612.06,686,2,26,Low Value
15233.0,59.4,12,1,1,Low Value
15234.0,197.0,196,1,14,Low Value
15235.0,2772.76,1676,16,159,Medium Value
15236.0,321.05,269,1,15,Low Value
15237.0,1412.32,1071,4,94,Medium Value
15238.0,1071.99,692,3,49,Medium Value
15239.0,780.59,594,2,48,Low Value
15240.0,4459.98,3214,12,138,Medium Value
15241.0,3050.16,3328,11,126,Medium Value
15242.0,302.04,196,1,4,Low Value
15243.0,927.28,543,2,56,Low Value
15244.0,912.08,472,3,45,Low Value
15245.0,4610.84,3021,8,78,Medium Value
15246.0,780.4,359,3,45,Low Value
15247.0,976.06,514,3,13,Low Value
15248.0,1893.93,1065,3,103,Medium Value
15249.0,9266.0,4980,18,314,High Value
15250.0,60.0,48,1,3,Low Value
15251.0,20324.54,12108,21,184,High Value
15252.0,2103.41,1430,5,107,Medium Value
15253.0,2055.09,1588,8,104,Medium Value
15254.0,1088.35,711,3,64,Medium Value
15255.0,3706.02,2214,9,138,Medium Value
15256.0,170.4,92,2,7,Low Value
15257.0,685.9,71,2,12,Low Value
15258.0,623.16,142,2,32,Low Value
15259.0,1182.38,631,4,51,Medium Value
15260.0,8767.73,4468,25,199,High Value
15261.0,1508.0,806,4,87,Medium Value
15262.0,418.82,218,3,22,Low Value
15263.0,156.51,89,1,12,Low Value
15264.0,848.4,443,2,53,Low Value
15265.0,3345.64,1570,4,180,Medium Value
15266.0,852.21,236,5,39,Low Value
15267.0,1717.36,944,5,8,Medium Value
15268.0,961.9,428,3,21,Low Value
15269.0,1225.36,372,3,33,Medium Value
15270.0,8524.86,4010,21,67,High Value
15271.0,4528.54,2412,24,373,Medium Value
15272.0,2030.95,665,6,262,Medium Value
15273.0,228.96,216,1,1,Low Value
15274.0,716.57,619,2,44,Low Value
15275.0,615.14,498,1,41,Low Value
15276.0,619.8,317,4,160,Low Value
15277.0,476.34,373,2,23,Low Value
15278.0,496.16,458,4,29,Low Value
15279.0,1580.54,802,5,74,Medium Value
15280.0,397.52,507,3,48,Low Value
15281.0,8543.57,5233,16,428,High Value
15282.0,348.59,395,1,27,Low Value
15283.0,148.33,27,3,9,Low Value
15284.0,24.75,5,1,1,Low Value
15285.0,94.92,120,1,6,Low Value
15286.0,240.55,55,1,3,Low Value
15287.0,856.03,1010,5,25,Low Value
15288.0,3715.38,1336,10,128,Medium Value
15289.0,1593.09,1627,5,69,Medium Value
15290.0,10496.28,6567,26,110,High Value
15291.0,13517.76,4905,40,125,High Value
15292.0,178.39,55,1,23,Low Value
15293.0,247.5,178,1,19,Low Value
15294.0,233.35,97,1,15,Low Value
15295.0,207.04,139,1,50,Low Value
15296.0,10323.03,5452,12,368,High Value
15297.0,641.94,292,3,30,Low Value
15298.0,9061.77,6000,23,212,High Value
15299.0,6156.53,3356,10,9,High Value
15300.0,496.44,292,1,28,Low Value
15301.0,6909.67,3763,17,232,High Value
15302.0,308.0,102,1,15,Low Value
15303.0,1224.18,514,3,63,Medium Value
15304.0,796.4,112,9,8,Low Value
15305.0,93.6,40,1,5,Low Value
15306.0,3484.73,3074,9,124,Medium Value
15307.0,205.3,37,1,12,Low Value
15308.0,310.47,175,1,19,Low Value
15309.0,797.96,440,4,49,Low Value
15310.0,1634.64,1476,1,45,Medium Value
15311.0,114966.42,70149,208,947,High Value
15312.0,2930.19,1693,12,120,Medium Value
15313.0,52.0,25,1,1,Low Value
15314.0,820.45,750,3,49,Low Value
15315.0,570.5,862,2,35,Low Value
15316.0,165.0,100,1,1,Low Value
15317.0,129.75,45,1,5,Low Value
15318.0,312.62,642,1,33,Low Value
15319.0,204.5,175,1,16,Low Value
15320.0,267.13,326,1,36,Low Value
15321.0,6709.73,3653,12,247,High Value
15322.0,1390.86,971,2,77,Medium Value
15323.0,434.6,188,3,29,Low Value
15324.0,140.22,74,1,8,Low Value
15325.0,1601.46,1382,8,164,Medium Value
15326.0,1700.52,1351,5,94,Medium Value
15327.0,208.75,116,1,10,Low Value
15328.0,107.24,88,1,8,Low Value
15329.0,2958.83,1217,11,107,Medium Value
15330.0,714.96,1312,2,10,Low Value
15331.0,767.91,701,3,41,Low Value
15332.0,4892.68,2306,6,115,Medium Value
15333.0,1028.56,344,1,16,Medium Value
15334.0,350.82,273,3,67,Low Value
15335.0,170.22,79,1,34,Low Value
15336.0,240.5,84,1,15,Low Value
15337.0,373.02,200,1,21,Low Value
15338.0,277.93,148,1,56,Low Value
15339.0,1821.02,1138,7,162,Medium Value
15340.0,105.5,76,1,7,Low Value
15341.0,2402.72,1008,2,22,Medium Value
15342.0,406.09,283,1,24,Low Value
15343.0,364.5,84,1,21,Low Value
15344.0,563.94,116,3,21,Low Value
15345.0,393.54,81,1,20,Low Value
15346.0,596.12,260,3,36,Low Value
15347.0,1162.0,542,4,30,Medium Value
15348.0,158.04,84,1,9,Low Value
15349.0,463.91,321,2,66,Low Value
15350.0,547.6,272,2,26,Low Value
15351.0,3430.22,1350,10,206,Medium Value
15352.0,111.15,40,1,34,Low Value
15353.0,2794.47,1391,7,280,Medium Value
15354.0,284.4,3,3,1,Low Value
15355.0,277.05,45,2,9,Low Value
15356.0,3239.57,1892,13,292,Medium Value
15358.0,16425.86,14902,42,399,High Value
15359.0,181.35,145,8,10,Low Value
15360.0,427.93,223,1,13,Low Value
15361.0,689.07,373,4,10,Low Value
15362.0,613.08,368,2,38,Low Value
15363.0,678.11,383,2,32,Low Value
15364.0,913.19,493,2,29,Low Value
15365.0,4557.13,2131,13,134,Medium Value
15366.0,2389.08,2447,7,88,Medium Value
15367.0,5081.33,2944,11,222,High Value
15368.0,722.74,406,2,8,Low Value
15369.0,6251.26,3288,11,44,High Value
15370.0,3739.01,1397,8,90,Medium Value
15371.0,59.4,12,1,1,Low Value
15372.0,6017.06,6410,8,45,High Value
15373.0,3084.54,726,17,111,Medium Value
15374.0,307.32,290,2,8,Low Value
15375.0,60.96,84,1,6,Low Value
15376.0,1221.56,615,3,100,Medium Value
15377.0,1211.75,253,4,15,Medium Value
15378.0,246.5,130,2,8,Low Value
15379.0,4877.84,3000,8,179,Medium Value
15380.0,3248.96,954,11,27,Medium Value
15381.0,1890.57,802,5,20,Medium Value
15382.0,13733.55,9178,12,339,High Value
15384.0,2027.79,1767,4,85,Medium Value
15385.0,942.08,428,3,18,Low Value
15386.0,394.14,446,1,31,Low Value
15387.0,468.65,335,1,20,Low Value
15388.0,140.54,88,1,10,Low Value
15389.0,2733.8,3940,5,2,Medium Value
15390.0,1216.66,894,2,77,Medium Value
15391.0,289.87,109,1,12,Low Value
15392.0,2911.62,2144,7,103,Medium Value
15393.0,891.34,378,5,37,Low Value
15394.0,5286.8,2372,11,135,High Value
15395.0,107.45,17,1,7,Low Value
15396.0,796.38,278,2,16,Low Value
15397.0,94.0,20,1,6,Low Value
15398.0,1345.53,769,2,60,Medium Value
15399.0,815.77,611,3,45,Low Value
15400.0,1302.3,662,8,16,Medium Value
15401.0,216.95,93,2,14,Low Value
15402.0,1830.54,2034,6,79,Medium Value
15403.0,170.88,492,2,6,Low Value
15404.0,257.06,334,1,16,Low Value
15405.0,659.84,348,2,29,Low Value
15406.0,975.87,547,4,109,Low Value
15407.0,1046.74,552,4,142,Medium Value
15408.0,267.18,106,1,34,Low Value
15409.0,131.25,59,1,9,Low Value
15410.0,4685.72,1902,10,84,Medium Value
15411.0,1348.93,529,4,86,Medium Value
15412.0,190.53,108,1,10,Low Value
15413.0,6798.72,2694,5,20,High Value
15414.0,774.9,443,3,37,Low Value
15415.0,559.61,551,1,46,Low Value
15416.0,4572.82,2420,7,191,Medium Value
15417.0,508.8,284,1,28,Low Value
15418.0,449.42,264,2,64,Low Value
15419.0,135.86,230,1,8,Low Value
15420.0,743.0,844,6,52,Low Value
15421.0,3805.34,1927,10,203,Medium Value
15422.0,1619.97,710,7,91,Medium Value
15423.0,266.89,198,3,13,Low Value
15424.0,597.78,873,3,33,Low Value
15425.0,1941.12,1041,4,117,Medium Value
15426.0,2156.35,1041,9,330,Medium Value
15427.0,1430.54,967,3,233,Medium Value
15428.0,762.75,347,4,40,Low Value
15429.0,397.35,380,2,77,Low Value
15430.0,954.75,309,2,36,Low Value
15431.0,153.24,84,1,2,Low Value
15432.0,320.76,92,2,16,Low Value
15433.0,533.3,534,2,40,Low Value
15434.0,2567.06,1423,11,84,Medium Value
15435.0,149.29,54,1,29,Low Value
15436.0,1067.75,574,3,244,Medium Value
15437.0,393.45,177,2,56,Low Value
15438.0,156.58,59,1,25,Low Value
15439.0,1269.05,572,4,49,Medium Value
15440.0,383.68,197,3,50,Low Value
15441.0,1254.21,587,3,45,Medium Value
15442.0,594.0,120,1,2,Low Value
15443.0,5114.23,2699,14,414,High Value
15444.0,1411.21,759,2,191,Medium Value
15445.0,284.5,118,2,12,Low Value
15446.0,399.75,265,3,92,Low Value
15447.0,492.88,228,5,27,Low Value
15448.0,788.81,487,2,49,Low Value
15449.0,974.52,812,3,47,Low Value
15450.0,429.84,376,1,30,Low Value
15451.0,226.86,76,2,56,Low Value
15452.0,1785.11,1087,6,157,Medium Value
15453.0,1371.77,837,7,170,Medium Value
15454.0,305.99,146,2,35,Low Value
15455.0,38.25,3,1,2,Low Value
15456.0,2091.52,2727,10,132,Medium Value
15457.0,237.07,132,1,56,Low Value
15458.0,370.44,300,2,13,Low Value
15459.0,202.83,121,2,6,Low Value
15460.0,214.26,107,1,53,Low Value
15461.0,429.7,230,2,1,Low Value
15462.0,737.05,495,4,32,Low Value
15463.0,126.14,106,1,7,Low Value
15464.0,1044.65,348,1,154,Medium Value
15465.0,12100.4,2638,32,101,High Value
15466.0,1560.46,941,4,217,Medium Value
15467.0,524.88,310,3,41,Low Value
15468.0,1430.48,1400,3,80,Medium Value
15469.0,874.25,287,3,39,Low Value
15470.0,63.42,232,1,4,Low Value
15471.0,1292.01,670,3,123,Medium Value
15472.0,371.56,251,1,76,Low Value
15473.0,2046.0,776,8,5,Medium Value
15474.0,150.35,55,1,19,Low Value
15475.0,454.11,319,1,29,Low Value
15476.0,2209.98,1174,4,67,Medium Value
15477.0,368.4,216,1,2,Low Value
15478.0,1983.48,894,3,54,Medium Value
15479.0,147.4,38,1,9,Low Value
15480.0,6279.0,1852,5,199,High Value
15481.0,1993.34,1450,1,38,Medium Value
15482.0,14417.36,6516,19,76,High Value
15483.0,817.82,905,10,217,Low Value
15484.0,4652.1,4074,6,181,Medium Value
15485.0,4810.92,2153,7,82,Medium Value
15486.0,102.0,40,1,1,Low Value
15487.0,231.32,144,1,14,Low Value
15488.0,431.92,251,5,10,Low Value
15489.0,2419.61,1264,8,75,Medium Value
15490.0,210.85,82,1,22,Low Value
15491.0,3100.09,1646,6,109,Medium Value
15492.0,659.46,483,2,32,Low Value
15493.0,4121.68,1206,9,307,Medium Value
15494.0,3702.6,3052,5,309,Medium Value
15495.0,246.5,194,1,20,Low Value
15496.0,146.14,98,1,22,Low Value
15497.0,8657.39,2937,9,67,High Value
15498.0,24972.86,12134,44,617,High Value
15499.0,158.65,59,1,40,Low Value
15500.0,1131.56,572,4,64,Medium Value
15501.0,399.95,205,2,63,Low Value
15502.0,13003.87,5559,14,239,High Value
15503.0,257.3,130,2,113,Low Value
15504.0,402.7,141,4,42,Low Value
15505.0,3610.96,2390,5,90,Medium Value
15506.0,2030.33,1637,6,182,Medium Value
15507.0,475.86,160,1,41,Low Value
15508.0,1000.27,440,6,78,Medium Value
15509.0,152.41,58,1,26,Low Value
15510.0,250.0,2,1,1,Low Value
15511.0,900.53,269,5,117,Low Value
15512.0,331.58,235,4,29,Low Value
15513.0,26437.05,10477,35,301,High Value
15514.0,6392.06,4087,18,172,High Value
15515.0,171.81,131,1,7,Low Value
15516.0,62.43,27,3,15,Low Value
15517.0,267.03,293,1,27,Low Value
15518.0,4189.99,2810,15,260,Medium Value
15519.0,344.61,116,2,34,Low Value
15520.0,343.5,314,1,18,Low Value
15521.0,7098.24,4507,16,204,High Value
15522.0,397.99,572,2,47,Low Value
15523.0,17259.19,15633,16,75,High Value
15524.0,591.4,28,2,9,Low Value
15525.0,890.22,527,4,152,Low Value
15526.0,148.44,24,2,4,Low Value
15527.0,5554.89,2211,23,229,High Value
15528.0,229.33,123,1,26,Low Value
15529.0,4783.66,4271,12,459,Medium Value
15530.0,1808.68,1328,5,113,Medium Value
15531.0,1972.39,1085,2,196,Medium Value
15532.0,3738.85,1337,10,424,Medium Value
15533.0,807.57,289,3,73,Low Value
15534.0,162.25,63,1,8,Low Value
15535.0,1044.37,314,6,89,Medium Value
15536.0,259.09,242,1,16,Low Value
15537.0,110.92,29,1,24,Low Value
15538.0,3358.4,1016,6,3,Medium Value
15539.0,538.46,410,1,41,Low Value
15540.0,460.68,444,2,31,Low Value
15541.0,85.13,49,1,29,Low Value
15542.0,855.71,418,3,212,Low Value
15543.0,242.26,167,2,50,Low Value
15544.0,7807.89,6745,20,209,High Value
15545.0,288.97,162,2,78,Low Value
15546.0,1079.1,198,2,6,Medium Value
15547.0,10057.05,7278,26,677,High Value
15548.0,158.09,64,1,23,Low Value
15549.0,2334.16,936,8,143,Medium Value
15550.0,2211.05,1139,12,168,Medium Value
15551.0,1679.81,796,7,117,Medium Value
15552.0,252.52,166,2,29,Low Value
15553.0,428.93,449,1,51,Low Value
15554.0,217.2,74,1,14,Low Value
15555.0,11243.91,8511,36,682,High Value
15556.0,279.77,236,1,31,Low Value
15557.0,468.91,213,1,16,Low Value
15558.0,202.68,73,1,23,Low Value
15559.0,1109.4,526,1,62,Medium Value
15560.0,153.52,72,2,10,Low Value
15561.0,1934.39,1334,8,65,Medium Value
15562.0,671.43,560,3,32,Low Value
15563.0,2859.46,3005,7,183,Medium Value
15564.0,70.74,42,2,4,Low Value
15565.0,173.16,60,2,8,Low Value
15566.0,227.87,153,2,9,Low Value
15567.0,186.01,223,1,7,Low Value
15568.0,758.29,461,3,27,Low Value
15569.0,3583.45,1734,10,124,Medium Value
15570.0,8736.49,4079,25,444,High Value
15571.0,3892.35,2411,14,447,Medium Value
15572.0,3965.2,2089,10,260,Medium Value
15573.0,1188.42,770,5,184,Medium Value
15574.0,1101.44,750,6,191,Medium Value
15575.0,30.1,6,1,3,Low Value
15576.0,921.37,394,1,43,Low Value
15577.0,396.03,120,5,58,Low Value
15578.0,127.1,52,1,13,Low Value
15579.0,1250.63,713,5,140,Medium Value
15580.0,1375.39,955,8,155,Medium Value
15581.0,7480.4,3028,38,549,High Value
15582.0,682.91,453,3,39,Low Value
15583.0,95.96,56,1,37,Low Value
15584.0,1268.2,483,6,176,Medium Value
15585.0,455.3,320,1,31,Low Value
15586.0,1139.1,1338,3,30,Medium Value
15587.0,1522.08,528,7,3,Medium Value
15588.0,579.6,96,1,4,Low Value
15589.0,478.53,243,3,28,Low Value
15590.0,1496.6,832,5,75,Medium Value
15591.0,217.9,58,3,6,Low Value
15592.0,388.58,354,1,24,Low Value
15593.0,199.8,60,1,5,Low Value
15594.0,1771.78,983,5,85,Medium Value
15595.0,357.6,144,1,4,Low Value
15596.0,2727.72,1208,9,89,Medium Value
15597.0,563.37,393,2,35,Low Value
15598.0,548.02,404,2,32,Low Value
15599.0,1250.06,1098,3,80,Medium Value
15600.0,1199.31,657,4,55,Medium Value
15601.0,14191.74,10395,30,323,High Value
15602.0,3137.96,2292,16,64,Medium Value
15603.0,88.48,128,2,4,Low Value
15604.0,216.39,159,1,17,Low Value
15605.0,1741.95,641,9,86,Medium Value
15606.0,5230.99,1615,17,85,High Value
15607.0,1708.97,1470,9,95,Medium Value
15608.0,1785.98,1262,5,95,Medium Value
15609.0,298.48,148,1,16,Low Value
15610.0,112.46,66,1,6,Low Value
15611.0,2997.28,747,26,46,Medium Value
15612.0,195.15,52,2,4,Low Value
15613.0,433.72,700,1,27,Low Value
15614.0,3147.36,1632,4,75,Medium Value
15615.0,21373.97,12090,47,315,High Value
15616.0,317.11,137,1,13,Low Value
15617.0,828.55,485,3,41,Low Value
15618.0,776.85,454,4,39,Low Value
15619.0,336.4,136,1,3,Low Value
15620.0,1942.36,1249,4,115,Medium Value
15621.0,1293.03,501,4,12,Medium Value
15622.0,7852.61,4091,17,343,High Value
15623.0,2437.05,1087,8,93,Medium Value
15624.0,588.13,357,4,26,Low Value
15625.0,3236.4,3020,9,106,Medium Value
15626.0,1067.52,1138,3,73,Medium Value
15627.0,566.9,344,2,23,Low Value
15628.0,5333.08,3569,17,146,High Value
15629.0,2240.9,1518,4,43,Medium Value
15630.0,1481.4,987,3,76,Medium Value
15631.0,596.67,525,1,39,Low Value
15632.0,3285.31,2109,8,107,Medium Value
15633.0,4335.96,2048,13,83,Medium Value
15634.0,554.65,227,2,34,Low Value
15635.0,100.35,5,1,2,Low Value
15636.0,1444.58,560,4,40,Medium Value
15637.0,797.59,651,5,37,Low Value
15638.0,2265.2,1134,6,20,Medium Value
15639.0,1065.08,849,3,62,Medium Value
15640.0,23494.31,12140,29,324,High Value
15641.0,5345.55,4422,12,253,High Value
15642.0,105.78,270,1,6,Low Value
15643.0,664.0,246,3,31,Low Value
15644.0,803.54,550,4,166,Low Value
15645.0,1055.17,396,3,60,Medium Value
15646.0,784.81,821,5,65,Low Value
15647.0,169.0,124,1,11,Low Value
15648.0,639.5,218,2,23,Low Value
15649.0,1660.35,365,4,8,Medium Value
15650.0,553.88,210,2,33,Low Value
15651.0,1259.06,871,5,52,Medium Value
15652.0,1405.94,657,5,93,Medium Value
15653.0,877.44,1200,2,4,Low Value
15654.0,922.53,475,2,15,Low Value
15655.0,560.67,324,1,34,Low Value
15656.0,748.5,343,4,46,Low Value
15657.0,30.0,24,1,1,Low Value
15658.0,2117.27,627,8,81,Medium Value
15659.0,532.49,161,3,17,Low Value
15660.0,2603.69,1783,15,80,Medium Value
15661.0,1215.95,779,8,27,Medium Value
15662.0,283.73,145,2,12,Low Value
15663.0,138.14,106,1,9,Low Value
15664.0,1254.03,530,4,54,Medium Value
15665.0,3987.07,2777,5,174,Medium Value
15666.0,632.94,469,2,63,Low Value
15667.0,301.32,240,1,13,Low Value
15668.0,76.32,72,1,1,Low Value
15669.0,684.34,342,4,31,Low Value
15670.0,325.2,132,2,19,Low Value
15671.0,2657.13,1699,7,52,Medium Value
15672.0,45.3,10,1,3,Low Value
15673.0,6204.32,3274,9,181,High Value
15674.0,6948.23,3648,13,270,High Value
15675.0,542.04,624,4,32,Low Value
15676.0,3435.76,2252,3,190,Medium Value
15677.0,1305.63,675,3,64,Medium Value
15678.0,1825.94,1022,3,77,Medium Value
15679.0,781.28,1170,4,98,Low Value
15680.0,4028.69,2743,10,160,Medium Value
15681.0,2989.7,1392,14,49,Medium Value
15682.0,318.24,222,2,25,Low Value
15683.0,524.54,332,2,26,Low Value
15684.0,173.95,77,3,9,Low Value
15685.0,55.98,36,1,17,Low Value
15686.0,90.0,72,1,1,Low Value
15687.0,2993.1,1310,9,120,Medium Value
15688.0,190.57,95,1,26,Low Value
15689.0,521.03,207,3,20,Low Value
15690.0,239.76,408,2,19,Low Value
15691.0,571.3,212,4,12,Low Value
15692.0,191.04,138,1,12,Low Value
15693.0,37.5,30,1,1,Low Value
15694.0,9978.48,2467,24,65,High Value
15695.0,1131.04,484,4,55,Medium Value
15696.0,3881.22,1386,13,165,Medium Value
15697.0,246.75,127,1,14,Low Value
15698.0,46.2,60,1,2,Low Value
15699.0,309.65,113,1,18,Low Value
15700.0,696.68,357,2,85,Low Value
15701.0,1529.0,912,4,193,Medium Value
15702.0,140.39,103,2,30,Low Value
15703.0,211.5,66,1,5,Low Value
15704.0,3734.66,1709,6,134,Medium Value
15705.0,143.1,62,1,6,Low Value
15706.0,1060.56,321,4,50,Medium Value
15707.0,916.98,594,4,127,Low Value
15708.0,3887.15,1465,9,136,Medium Value
15709.0,327.85,169,2,26,Low Value
15710.0,898.87,641,1,110,Low Value
15711.0,420.25,199,2,25,Low Value
15712.0,3472.41,1277,12,96,Medium Value
15713.0,839.64,451,4,48,Low Value
15714.0,783.96,361,5,45,Low Value
15715.0,658.02,246,5,34,Low Value
15716.0,2485.26,1379,11,190,Medium Value
15717.0,607.0,224,5,17,Low Value
15718.0,293.79,95,1,18,Low Value
15719.0,10195.97,5356,31,480,High Value
15720.0,739.22,327,2,152,Low Value
15721.0,471.4,388,1,80,Low Value
15722.0,5234.0,2279,11,91,High Value
15723.0,930.7,427,4,108,Low Value
15724.0,310.85,117,3,17,Low Value
15725.0,415.25,221,1,32,Low Value
15726.0,321.91,123,1,23,Low Value
15727.0,9371.71,5908,15,446,High Value
15728.0,544.6,132,2,10,Low Value
15729.0,192.55,47,3,10,Low Value
15730.0,1726.58,1061,5,102,Medium Value
15731.0,125.3,122,1,8,Low Value
15732.0,1543.97,1264,10,61,Medium Value
15733.0,162.3,62,1,10,Low Value
15734.0,2263.3,516,4,36,Medium Value
15735.0,327.68,206,1,19,Low Value
15736.0,1767.12,1208,2,95,Medium Value
15737.0,1188.12,597,8,60,Medium Value
15738.0,13043.32,9030,41,97,High Value
15739.0,449.12,472,1,8,Low Value
15740.0,154.88,152,1,9,Low Value
15741.0,208.62,70,2,11,Low Value
15742.0,156.87,51,1,41,Low Value
15743.0,775.96,214,4,59,Low Value
15744.0,34.8,120,1,3,Low Value
15745.0,1094.59,421,4,57,Medium Value
15746.0,196.88,178,1,28,Low Value
15747.0,2499.81,1344,9,119,Medium Value
15748.0,609.81,261,3,34,Low Value
15749.0,44534.3,18028,3,5,High Value
15750.0,6452.99,4281,18,403,High Value
15751.0,1380.44,443,11,91,Medium Value
15752.0,3924.91,2792,9,361,Medium Value
15753.0,79.2,144,1,1,Low Value
15754.0,3037.61,1762,9,117,Medium Value
15755.0,5993.12,4034,17,289,High Value
15756.0,528.01,241,4,160,Low Value
15757.0,2940.36,1757,6,164,Medium Value
15758.0,205.25,47,1,9,Low Value
15759.0,830.93,523,7,10,Low Value
15760.0,13916.34,2,2,1,High Value
15761.0,143.05,31,1,5,Low Value
15762.0,583.75,251,2,37,Low Value
15763.0,1086.92,271,2,58,Medium Value
15764.0,4503.08,2945,8,194,Medium Value
15765.0,370.63,335,1,25,Low Value
15766.0,831.06,334,3,21,Low Value
15768.0,15308.89,4215,34,450,High Value
15769.0,88612.52,49068,46,32,High Value
15770.0,321.45,67,1,18,Low Value
15771.0,1006.54,512,3,26,Medium Value
15772.0,280.88,110,1,16,Low Value
15773.0,774.52,410,2,46,Low Value
15774.0,1288.34,465,6,88,Medium Value
15775.0,150.5,260,2,9,Low Value
15776.0,241.62,138,1,18,Low Value
15777.0,1762.61,599,7,29,Medium Value
15778.0,307.95,101,1,17,Low Value
15779.0,124.08,20,2,8,Low Value
15780.0,475.28,220,3,26,Low Value
15781.0,345.46,180,3,20,Low Value
15782.0,4014.1,1844,4,51,Medium Value
15783.0,246.3,212,1,14,Low Value
15784.0,848.33,381,2,39,Low Value
15785.0,5969.93,4479,16,110,High Value
15786.0,8501.62,5957,5,376,High Value
15787.0,933.26,534,3,157,Low Value
15788.0,221.83,115,1,14,Low Value
15789.0,1962.01,2499,6,111,Medium Value
15790.0,218.75,113,1,34,Low Value
15791.0,3608.34,1970,5,130,Medium Value
15792.0,933.84,606,2,57,Low Value
15793.0,2399.57,1685,8,13,Medium Value
15794.0,777.0,288,2,15,Low Value
15795.0,1979.87,1411,8,111,Medium Value
15796.0,5171.63,1733,17,144,High Value
15797.0,2821.08,1281,6,12,Medium Value
15798.0,1535.37,915,3,71,Medium Value
15799.0,1421.34,1341,4,143,Medium Value
15800.0,1227.07,575,7,200,Medium Value
15801.0,1063.95,570,3,61,Medium Value
15802.0,451.42,1,1,1,Low Value
15803.0,1929.66,1030,4,49,Medium Value
15804.0,4206.39,2565,13,170,Medium Value
15805.0,10148.93,6205,30,353,High Value
15806.0,784.58,602,3,24,Low Value
15807.0,1817.52,1532,5,85,Medium Value
15808.0,17180.25,6753,21,365,High Value
15809.0,1274.44,700,7,51,Medium Value
15810.0,2999.04,1653,8,112,Medium Value
15811.0,3486.15,1781,7,205,Medium Value
15812.0,5201.47,3450,12,89,High Value
15813.0,1303.91,603,2,40,Medium Value
15814.0,2634.44,1728,6,83,Medium Value
15815.0,2100.6,1856,5,33,Medium Value
15816.0,144.15,54,2,11,Low Value
15817.0,2766.4,1596,3,132,Medium Value
15818.0,340.5,284,1,11,Low Value
15819.0,3934.79,2928,10,185,Medium Value
15820.0,206.98,128,1,17,Low Value
15821.0,570.96,202,2,57,Low Value
15822.0,1840.06,950,6,46,Medium Value
15823.0,3882.17,1774,3,155,Medium Value
15824.0,890.94,478,2,25,Low Value
15825.0,532.94,220,1,20,Low Value
15826.0,2598.28,1824,4,102,Medium Value
15827.0,3603.14,1715,28,130,Medium Value
15828.0,1108.82,367,1,74,Medium Value
15829.0,636.14,996,2,44,Low Value
15830.0,576.0,415,1,39,Low Value
15831.0,794.64,1092,3,63,Low Value
15832.0,836.79,465,1,54,Low Value
15833.0,80.4,24,1,5,Low Value
15834.0,3764.39,1815,7,333,Medium Value
15835.0,954.09,439,4,47,Low Value
15836.0,137.37,26,1,10,Low Value
15837.0,777.01,405,2,52,Low Value
15838.0,73205.5,64114,34,63,High Value
15839.0,1048.49,675,3,56,Medium Value
15840.0,355.56,396,2,26,Low Value
15841.0,2742.41,2391,9,71,Medium Value
15842.0,548.8,296,2,24,Low Value
15843.0,118.95,27,1,8,Low Value
